YEAR,LOCATION_CODE,REACH,STRATUM,EF_EFFORT,SPECIES,NUMBER,LENGTH,WEIGHT
2020,20I4.1WAU,I04,SCB,15,SFS,13,40,
2020,20I4.1WAU,I04,SCB,15,SFS,5,50,
2020,20I4.1WAU,I04,SCB,15,SFS,6,30,
2020,20I6.1CLA,I06,SCB,15,CAP,1,460,1312
2020,20I6.1CLA,I06,SCB,15,FCF,1,315,304
2020,20I6.1CLA,I06,SCB,15,SFS,1,70,
2020,20I6.1CLA,I06,SCB,15,CAP,1,500,1943
2020,20I6.1CLA,I06,SCB,15,BLC,1,290,419
2020,20I6.1CLA,I06,SCB,15,SUM,1,106,10
2020,20I6.1CLA,I06,SCB,15,EMS,2,60,
2020,20I6.1CLA,I06,SCB,15,SHR,1,400,700
2020,20I6.1CLA,I06,SCB,15,EMS,1,90,
2020,20I6.1CLA,I06,SCB,15,EMS,1,80,
2020,20I6.1CLA,I06,SCB,15,SVS,1,80,
2020,20I6.1CLA,I06,SCB,15,GZS,1,163,
2020,20I6.1CLA,I06,SCB,15,GZS,1,180,
2020,20I6.1CLA,I06,SCB,15,GZS,1,180,
2020,20I6.1CLA,I06,SCB,15,RES,1,50,
2020,20I6.1CLA,I06,SCB,15,ORS,1,60,
2020,20I6.1CLA,I06,SCB,15,BUM,1,50,
2020,20I3.1RAP,I03,SCB,15,SVR,1,433,940
2020,20I3.1RAP,I03,SCB,15,LMB,1,281,402
2020,20I3.1RAP,I03,SCB,15,LMB,1,356,700
2020,20I3.1RAP,I03,SCB,15,LMB,1,314,470
2020,20I3.1RAP,I03,SCB,15,LMB,1,362,650
2020,20I3.1RAP,I03,SCB,15,CCF,1,436,934
2020,20I3.1RAP,I03,SCB,15,RVC,1,341,505
2020,20I3.1RAP,I03,SCB,15,LMB,1,353,804
2020,20I3.1RAP,I03,SCB,15,LMB,1,264,288
2020,20I3.1RAP,I03,SCB,15,LMB,1,316,456
2020,20I3.1RAP,I03,SCB,15,LMB,1,350,647
2020,20I3.1RAP,I03,SCB,15,GOR,1,346,680
2020,20I3.1RAP,I03,SCB,15,LMB,1,393,932
2020,20I3.1RAP,I03,SCB,15,LMB,1,401,1168
2020,20I3.1RAP,I03,SCB,15,LMB,1,313,548
2020,20I3.1RAP,I03,SCB,15,ROB,1,166,
2020,20I3.1RAP,I03,SCB,15,ROB,1,180,140
2020,20I3.1RAP,I03,SCB,15,GZS,1,199,
2020,20I3.1RAP,I03,SCB,15,GZS,1,162,
2020,20I3.1RAP,I03,SCB,15,GZS,1,170,
2020,20I3.1RAP,I03,SCB,15,GZS,1,183,
2020,20I3.1RAP,I03,SCB,15,GZS,1,177,
2020,20I3.1RAP,I03,SCB,15,BLG,1,124,44
2020,20I3.1RAP,I03,SCB,15,BLG,1,166,92
2020,20I3.1RAP,I03,SCB,15,BLG,1,129,37
2020,20I3.1RAP,I03,SCB,15,BLG,1,70,
2020,20I3.1RAP,I03,SCB,15,PBH,1,141,70
2020,20I3.1RAP,I03,SCB,15,SMB,1,250,227
2020,20I3.1RAP,I03,SCB,15,LMB,1,405,1143
2020,20I3.1RAP,I03,SCB,15,GOR,1,343,495
2020,20I3.1RAP,I03,SCB,15,LMB,1,257,255
2020,20I3.1RAP,I03,SCB,15,SMB,1,125,21
2020,20I3.1RAP,I03,SCB,15,ROB,1,219,246
2020,20I3.1RAP,I03,SCB,15,ROB,1,161,95
2020,20I3.1RAP,I03,SCB,15,ROB,1,157,85
2020,20I3.1RAP,I03,SCB,15,ROB,1,171,119
2020,20I3.1RAP,I03,SCB,15,GZS,1,164,
2020,20I3.1RAP,I03,SCB,15,GZS,1,171,
2020,20I3.1RAP,I03,SCB,15,GZS,1,172,
2020,20I3.1RAP,I03,SCB,15,GZS,1,173,
2020,20I3.1RAP,I03,SCB,15,ROB,1,140,64
2020,20I3.1RAP,I03,SCB,15,BLG,1,128,38
2020,20I3.1RAP,I03,SCB,15,SMB,1,289,331
2020,20I3.1RAP,I03,SCB,15,SAB,1,529,2277
2020,20I3.1RAP,I03,SCB,15,FCF,1,654,3323
2020,20I3.1RAP,I03,SCB,15,CCF,1,480,1276
2020,20I3.1RAP,I03,SCB,15,LMB,1,344,702
2020,20I3.1RAP,I03,SCB,15,ROB,1,167,117
2020,20I3.1RAP,I03,SCB,15,BLG,1,111,64
2020,20I3.1RAP,I03,SCB,15,BLG,1,100,20
2020,20I3.1RAP,I03,SCB,15,LMB,1,326,557
2020,20I3.1RAP,I03,SCB,15,LMB,1,376,893
2020,20I3.1RAP,I03,SCB,15,BLG,1,145,87
2020,20I3.1RAP,I03,SCB,15,ROB,1,172,119
2020,20I3.1RAP,I03,SCB,15,GZS,1,175,
2020,20I3.1RAP,I03,SCB,15,BLG,1,70,
2020,20I3.1RAP,I03,SCB,15,BLG,1,109,31
2020,20I3.1RAP,I03,SCB,15,GZS,1,175,
2020,20I3.1RAP,I03,SCB,15,LMB,1,236,189
2020,20I3.1RAP,I03,SCB,15,LMB,1,233,188
2020,20I3.1RAP,I03,SCB,15,ROB,1,70,
2020,20I3.1RAP,I03,SCB,15,ROB,1,171,120
2020,20I3.1RAP,I03,SCB,15,CAP,1,502,1761
2020,20I3.1RAP,I03,SCB,15,GZS,1,187,
2020,20I3.1RAP,I03,SCB,15,GZS,1,189,
2020,20I3.1RAP,I03,SCB,15,GZS,1,198,
2020,20I3.1RAP,I03,SCB,15,GZS,1,153,
2020,20I5.1UBU,I05,SCB,15,RVC,1,420,1019
2020,20I5.1UBU,I05,SCB,15,RVC,1,325,475
2020,20I5.1UBU,I05,SCB,15,RVC,1,422,788
2020,20I5.1UBU,I05,SCB,15,RVC,1,433,1126
2020,20I5.1UBU,I05,SCB,15,RVC,1,359,604
2020,20I5.1UBU,I05,SCB,15,FRD,1,295,340
2020,20I5.1UBU,I05,SCB,15,RVC,1,479,1710
2020,20I5.1UBU,I05,SCB,15,RVC,1,434,1011
2020,20I5.1UBU,I05,SCB,15,RVC,1,363,606
2020,20I5.1UBU,I05,SCB,15,FRD,1,419,812
2020,20I5.1UBU,I05,SCB,15,SMB,1,329,424
2020,20I5.1UBU,I05,SCB,15,GZS,1,166,
2020,20I5.1UBU,I05,SCB,15,RVC,1,398,975
2020,20I5.1UBU,I05,SCB,15,RVC,1,381,691
2020,20I5.1UBU,I05,SCB,15,CCF,1,308,239
2020,20I5.1UBU,I05,SCB,15,CCF,1,305,241
2020,20I5.1UBU,I05,SCB,15,GOR,1,237,139
2020,20I5.1UBU,I05,SCB,15,CCF,1,306,231
2020,20I5.1UBU,I05,SCB,15,CCF,1,355,431
2020,20I5.1UBU,I05,SCB,15,LMB,1,278,266
2020,20I5.1UBU,I05,SCB,15,LMB,1,242,155
2020,20I5.1UBU,I05,SCB,15,GZS,1,165,
2020,20I5.1UBU,I05,SCB,15,GOR,1,264,204
2020,20I5.1UBU,I05,SCB,15,SMB,1,129,26
2020,20I5.1UBU,I05,SCB,15,BLG,1,107,21
2020,20I5.1UBU,I05,SCB,15,LOP,1,80,
2020,20I5.1UBU,I05,SCB,15,BAK,1,70,
2020,20I5.1UBU,I05,SCB,15,BLG,1,80,
2020,20I5.1UBU,I05,SCB,15,BLG,1,100,21
2020,20I5.1UBU,I05,SCB,15,BLG,1,60,
2020,20I5.1UBU,I05,SCB,15,BLG,2,50,
2020,20I5.1UBU,I05,SCB,15,BLG,2,40,
2020,20I5.1UBU,I05,SCB,15,BUM,3,60,
2020,20I5.1UBU,I05,SCB,15,BUM,5,50,
2020,20I5.1UBU,I05,SCB,15,BUM,4,40,
2020,20I5.1UBU,I05,SCB,15,BLS,1,70,
2020,20I5.1UBU,I05,SCB,15,GOR,1,261,211
2020,20I5.1UBU,I05,SCB,15,BUM,1,70,
2020,20I5.1UBU,I05,SCB,15,GOR,1,270,207
2020,20I5.1UBU,I05,SCB,15,BLG,1,70,
2020,20I5.1UBU,I05,SCB,15,GOS,1,60,
2020,20I5.1UBU,I05,SCB,15,BUM,1,30,
2020,20I5.1UBU,I05,SCB,15,SFS,1,60,
2020,20I5.1UBU,I05,SCB,15,SFS,1,50,
2020,20I5.1UBU,I05,SCB,15,SFS,1,40,
2020,20I5.1UBU,I05,SCB,15,EMS,8,60,
2020,20I5.1UBU,I05,SCB,15,EMS,8,80,
2020,20I5.1UBU,I05,SCB,15,EMS,15,70,
2020,20I5.1UBU,I05,SCB,15,GSF,1,80,
2020,20I5.1UBU,I05,SCB,15,EMS,1,50,
2020,20I5.1UBU,I05,SCB,15,GSF,1,40,
2020,20I5.1UBU,I05,SCB,15,BLG,1,30,
2020,20I5.1UBU,I05,SCB,15,SHD,1,40,
2020,20I6.1HNR,I06,SCB,15,BGB,1,540,2580
2020,20I6.1HNR,I06,SCB,15,BGB,1,515,2097
2020,20I6.1HNR,I06,SCB,15,BLG,1,183,141
2020,20I6.1HNR,I06,SCB,15,BLG,1,125,45
2020,20I6.1HNR,I06,SCB,15,BLG,1,108,21
2020,20I6.1HNR,I06,SCB,15,BLG,2,70,
2020,20I6.1HNR,I06,SCB,15,BLG,1,50,
2020,20I6.1HNR,I06,SCB,15,GSF,1,80,
2020,20I6.1HNR,I06,SCB,15,LMB,1,126,24
2020,20I6.1HNR,I06,SCB,15,SAB,1,415,1236
2020,20I6.1HNR,I06,SCB,15,BGB,1,523,2486
2020,20I6.1HNR,I06,SCB,15,SAB,1,357,675
2020,20I6.1HNR,I06,SCB,15,BLG,1,132,62
2020,20I6.1HNR,I06,SCB,15,BLG,1,80,
2020,20I6.1HNR,I06,SCB,15,ORS,1,60,
2020,20I6.1HNR,I06,SCB,15,WHB,1,162,44
2020,20I6.1HNR,I06,SCB,15,WHB,1,182,90
2020,20I6.1HNR,I06,SCB,15,WHB,1,242,198
2020,20I6.1HNR,I06,SCB,15,CAP,1,515,1721
2020,20I6.1HNR,I06,SCB,15,CAP,1,440,1177
2020,20I6.1HNR,I06,SCB,15,SAR,1,278,178
2020,20I6.1HNR,I06,SCB,15,CAP,1,458,1617
2020,20I6.1HNR,I06,SCB,15,ORS,1,70,
2020,20I6.1HNR,I06,SCB,15,BUM,2,70,
2020,20I6.1HNR,I06,SCB,15,BUM,3,60,
2020,20I6.1HNR,I06,SCB,15,BUM,2,50,
2020,20I6.1HNR,I06,SCB,15,EMS,2,40,
2020,20I6.1HNR,I06,SCB,15,EMS,3,50,
2020,20I6.1HNR,I06,SCB,15,EMS,1,60,
2020,20I6.1HNR,I06,SCB,15,EMS,1,70,
2020,20I6.1HNR,I06,SCB,15,RVS,1,40,
2020,20I6.1HNR,I06,SCB,15,CAP,1,708,4734
2020,20I6.1HNR,I06,SCB,15,SCP,1,530,1445
2020,20I6.1HNR,I06,SCB,15,SCP,1,558,1822
2020,20I6.1HNR,I06,SCB,15,SCP,1,527,1552
2020,20I6.1HNR,I06,SCB,15,SCP,1,513,1370
2020,20I6.1HNR,I06,SCB,15,SCP,1,523,1394
2020,20I6.1HNR,I06,SCB,15,SCP,1,553,1766
2020,20I6.1HNR,I06,SCB,15,SCP,1,537,1517
2020,20I6.1HNR,I06,SCB,15,SCP,1,555,1742
2020,20I6.1HNR,I06,SCB,15,SCP,1,525,1409
2020,20I6.1HNR,I06,SCB,15,SCP,1,521,1636
2020,20I6.1HNR,I06,SCB,15,SCP,1,538,1533
2020,20I6.1HNR,I06,SCB,15,SCP,1,543,1657
2020,20I6.1HNR,I06,SCB,15,SCP,1,572,2091
2020,20I6.1HNR,I06,SCB,15,SCP,1,505,2172
2020,20I6.1HNR,I06,SCB,15,SCP,1,530,1661
2020,20I6.1HNR,I06,SCB,15,SCP,1,542,1628
2020,20I6.1HNR,I06,SCB,15,SCP,1,546,1780
2020,20I6.1HNR,I06,SCB,15,SCP,1,505,1310
2020,20I6.1HNR,I06,SCB,15,CAP,1,454,1202
2020,20I6.1HNR,I06,SCB,15,CAP,1,400,1044
2020,20I6.1HNR,I06,SCB,15,CAP,1,346,660
2020,20I6.1HNR,I06,SCB,15,CAP,1,342,690
2020,20I6.1HNR,I06,SCB,15,CAP,1,288,372
2020,20I6.1HNR,I06,SCB,15,CAP,1,735,6400
2020,20I6.1HNR,I06,SCB,15,GRC,1,737,4530
2020,20I6.1HNR,I06,SCB,15,LOP,2,40,
2020,20I6.1HNR,I06,SCB,15,BUM,1,50,
2020,20I6.1HNR,I06,SCB,15,SFS,1,50,
2020,20I6.1HNR,I06,SCB,15,EMS,33,20,
2020,20I6.1HNR,I06,SCB,15,GZS,185,20,
2020,20I6.1R21,I06,MCB-U,15,SAB,1,513,2531
2020,20I6.1R21,I06,MCB-U,15,SAB,1,521,2504
2020,20I6.1R21,I06,MCB-U,15,SAB,1,564,1572
2020,20I6.1R21,I06,MCB-U,15,SAB,1,621,4732
2020,20I6.1R21,I06,MCB-U,15,SAB,1,565,3303
2020,20I6.1R21,I06,MCB-U,15,SAB,1,503,2049
2020,20I6.1R21,I06,MCB-U,15,SAB,1,601,4085
2020,20I6.1R21,I06,MCB-U,15,SAB,1,474,1866
2020,20I6.1R21,I06,MCB-U,15,SAB,1,458,1412
2020,20I6.1R21,I06,MCB-U,15,SAB,1,568,3039
2020,20I6.1R21,I06,MCB-U,15,SAB,1,516,2133
2020,20I6.1R21,I06,MCB-U,15,SAB,1,567,3140
2020,20I6.1R21,I06,MCB-U,15,SAB,1,603,3706
2020,20I6.1R21,I06,MCB-U,15,SAB,1,420,1250
2020,20I6.1R21,I06,MCB-U,15,SAB,1,450,1423
2020,20I6.1R21,I06,MCB-U,15,SAB,1,490,1911
2020,20I6.1R21,I06,MCB-U,15,SAB,1,498,1951
2020,20I6.1R21,I06,MCB-U,15,SAB,1,515,2325
2020,20I6.1R21,I06,MCB-U,15,SAB,1,476,1954
2020,20I6.1R21,I06,MCB-U,15,SAB,1,532,2258
2020,20I6.1R21,I06,MCB-U,15,SAB,1,423,1169
2020,20I6.1R21,I06,MCB-U,15,SAB,1,546,3109
2020,20I6.1R21,I06,MCB-U,15,BGB,1,450,1505
2020,20I6.1R21,I06,MCB-U,15,SAB,1,413,1001
2020,20I6.1R21,I06,MCB-U,15,SAB,1,541,2608
2020,20I6.1R21,I06,MCB-U,15,SAB,1,460,1462
2020,20I6.1R21,I06,MCB-U,15,BGB,1,476,1127
2020,20I6.1R21,I06,MCB-U,15,CCF,1,495,1639
2020,20I6.1R21,I06,MCB-U,15,CCF,1,420,665
2020,20I6.1R21,I06,MCB-U,15,FRD,1,310,403
2020,20I6.1R21,I06,MCB-U,15,CCF,1,590,2317
2020,20I6.1R21,I06,MCB-U,15,SAB,1,462,1586
2020,20I6.1R21,I06,MCB-U,15,LMB,1,116,32
2020,20I6.1R21,I06,MCB-U,15,LMB,1,210,147
2020,20I6.1R21,I06,MCB-U,15,SAR,1,406,561
2020,20I6.1R21,I06,MCB-U,15,SMB,1,105,19
2020,20I6.1R21,I06,MCB-U,15,LMB,1,184,97
2020,20I6.1R21,I06,MCB-U,15,LMB,1,231,199
2020,20I6.1R21,I06,MCB-U,15,BLG,1,142,72
2020,20I6.1R21,I06,MCB-U,15,LMB,1,315,503
2020,20I6.1R21,I06,MCB-U,15,WHB,1,200,117
2020,20I6.1R21,I06,MCB-U,15,CCF,1,560,1775
2020,20I6.1R21,I06,MCB-U,15,LMB,1,185,97
2020,20I6.1R21,I06,MCB-U,15,SAB,1,472,1678
2020,20I6.1R21,I06,MCB-U,15,LMB,1,191,100
2020,20I6.1R21,I06,MCB-U,15,BLG,1,60,
2020,20I6.1R21,I06,MCB-U,15,LMB,1,175,67
2020,20I6.1R21,I06,MCB-U,15,SMB,1,253,212
2020,20I6.1R21,I06,MCB-U,15,LMB,1,125,32
2020,20I6.1R21,I06,MCB-U,15,BGB,1,442,1495
2020,20I6.1R21,I06,MCB-U,15,LMB,1,211,150
2020,20I6.1R21,I06,MCB-U,15,LMB,1,233,204
2020,20I6.1R21,I06,MCB-U,15,LMB,1,134,39
2020,20I6.1R21,I06,MCB-U,15,EMS,1,70,
2020,20I6.1R21,I06,MCB-U,15,LMB,1,207,126
2020,20I6.1R21,I06,MCB-U,15,LOP,1,90,
2020,20I6.1R21,I06,MCB-U,15,EMS,1,50,
2020,20I6.1R21,I06,MCB-U,15,CAP,1,635,3297
2020,20I6.1R21,I06,MCB-U,15,CAP,1,688,4719
2020,20I6.1R21,I06,MCB-U,15,CAP,1,553,2399
2020,20I6.1R21,I06,MCB-U,15,CAP,1,545,2551
2020,20I6.1R21,I06,MCB-U,15,CAP,1,512,1946
2020,20I6.1R21,I06,MCB-U,15,CAP,1,475,1518
2020,20I6.1R21,I06,MCB-U,15,SCP,1,555,1646
2020,20I6.1R21,I06,MCB-U,15,SCP,1,535,1586
2020,20I6.1R21,I06,MCB-U,15,SCP,1,515,1332
2020,20I6.1R21,I06,MCB-U,15,CAP,1,40,
2020,20I6.1R21,I06,MCB-U,15,WHB,9,20,
2020,20I6.1R21,I06,MCB-U,15,WHB,8,30,
2020,20I6.1R21,I06,MCB-U,15,EMS,2,20,
2020,20I6.1R21,I06,MCB-U,15,BUM,1,20,
2020,20I6.1R21,I06,MCB-U,15,GZS,235,20,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,180,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,107,
2020,20I6.2R02,I06,MCB-U,15,GZS,19,90,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,102,
2020,20I6.2R02,I06,MCB-U,15,ORS,1,60,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,176,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,172,
2020,20I6.2R02,I06,MCB-U,15,WHB,1,90,
2020,20I6.2R02,I06,MCB-U,15,UCT,5,70,
2020,20I6.2R02,I06,MCB-U,15,GZS,31,70,
2020,20I6.2R02,I06,MCB-U,15,GZS,34,80,
2020,20I6.2R02,I06,MCB-U,15,ORS,2,50,
2020,20I6.2R02,I06,MCB-U,15,SMB,1,60,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,173,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,178,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,179,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,193,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,187,
2020,20I6.2R02,I06,MCB-U,15,GZS,17,60,
2020,20I6.2R02,I06,MCB-U,15,GZS,1,167,
2020,20I6.2R02,I06,MCB-U,15,SAR,1,272,146
2020,20I6.2R02,I06,MCB-U,15,UCT,1,50,
2020,20I6.2R02,I06,MCB-U,15,FRD,1,60,
2020,20I6.2R02,I06,MCB-U,15,WHB,1,70,
2020,20I6.2R02,I06,MCB-U,15,GZS,2,50,
2020,20I6.2R02,I06,MCB-U,15,UCT,1,60,
2020,20I6.2R02,I06,MCB-U,15,SCP,1,656,3086
2020,20I6.2R02,I06,MCB-U,15,SCP,1,569,2048
2020,20I6.2R02,I06,MCB-U,15,SCP,1,596,2076
2020,20I6.2R02,I06,MCB-U,15,CAP,1,358,2082
2020,20I6.2R02,I06,MCB-U,15,GZS,59,70,
2020,20I6.2R02,I06,MCB-U,15,GZS,40,60,
2020,20I6.2R02,I06,MCB-U,15,GZS,3,50,
2020,20I6.2R02,I06,MCB-U,15,SPS,16,50,
2020,20I6.2R02,I06,MCB-U,15,SPS,20,40,
2020,20I6.2R02,I06,MCB-U,15,EMS,75,40,
2020,20I6.2R02,I06,MCB-U,15,EMS,96,30,
2020,20I6.2R02,I06,MCB-U,15,GZS,25,80,
2020,20I6.2R02,I06,MCB-U,15,SAS,1,50,
2020,20I6.2R02,I06,MCB-U,15,SAS,2,40,
2020,20I6.2R02,I06,MCB-U,15,EMS,6,50,
2020,20I6.2R02,I06,MCB-U,15,EMS,8,20,
2020,20I6.2R02,I06,MCB-U,15,GZS,5,90,
2020,20I6.2R02,I06,MCB-U,15,SFS,1,50,
2020,20I6.2R02,I06,MCB-U,15,EMS,5,60,
2020,20I6.2R02,I06,MCB-U,15,EMS,1,70,
2020,20I6.2R02,I06,MCB-U,15,RES,1,50,
2020,20I6.2R02,I06,MCB-U,15,BUM,1,30,
2020,20I6.2R13,I06,MCB-U,15,WHB,1,260,
2020,20I6.2R13,I06,MCB-U,15,GZS,1,90,
2020,20I6.2R13,I06,MCB-U,15,GZS,1,100,
2020,20I4.2R02,I04,MCB-U,15,CCF,1,493,1233
2020,20I4.2R02,I04,MCB-U,15,GZS,1,199,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,215,90
2020,20I4.2R02,I04,MCB-U,15,GZS,1,211,107
2020,20I4.2R02,I04,MCB-U,15,GZS,1,209,111
2020,20I4.2R02,I04,MCB-U,15,SMB,1,254,192
2020,20I4.2R02,I04,MCB-U,15,SMB,1,222,143
2020,20I4.2R02,I04,MCB-U,15,CCF,1,386,463
2020,20I4.2R02,I04,MCB-U,15,GOR,1,214,112
2020,20I4.2R02,I04,MCB-U,15,SMB,1,199,96
2020,20I4.2R02,I04,MCB-U,15,RVC,1,394,799
2020,20I4.2R02,I04,MCB-U,15,GZS,1,217,97
2020,20I4.2R02,I04,MCB-U,15,GZS,1,199,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,203,86
2020,20I4.2R02,I04,MCB-U,15,GZS,1,188,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,208,97
2020,20I4.2R02,I04,MCB-U,15,BLG,1,212,
2020,20I4.2R02,I04,MCB-U,15,BLG,1,90,
2020,20I4.2R02,I04,MCB-U,15,BLG,4,80,
2020,20I4.2R02,I04,MCB-U,15,BLG,4,50,
2020,20I4.2R02,I04,MCB-U,15,BLG,3,40,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,109,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,110,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,104,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,130,
2020,20I4.2R02,I04,MCB-U,15,GZS,2,105,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,106,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,101,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,107,
2020,20I4.2R02,I04,MCB-U,15,ORS,1,40,
2020,20I4.2R02,I04,MCB-U,15,UCT,1,106,
2020,20I4.2R02,I04,MCB-U,15,UCT,8,50,
2020,20I4.2R02,I04,MCB-U,15,UCT,5,60,
2020,20I4.2R02,I04,MCB-U,15,BAK,3,50,
2020,20I4.2R02,I04,MCB-U,15,BLG,1,30,
2020,20I4.2R02,I04,MCB-U,15,BLS,7,50,
2020,20I4.2R02,I04,MCB-U,15,BLS,3,40,
2020,20I4.2R02,I04,MCB-U,15,GOS,1,50,
2020,20I4.2R02,I04,MCB-U,15,SFS,5,60,
2020,20I4.2R02,I04,MCB-U,15,SPS,2,60,
2020,20I4.2R02,I04,MCB-U,15,SPS,2,50,
2020,20I4.2R02,I04,MCB-U,15,SPS,1,40,
2020,20I4.2R02,I04,MCB-U,15,LMB,1,80,
2020,20I4.2R02,I04,MCB-U,15,SMB,1,101,14
2020,20I4.2R02,I04,MCB-U,15,SMB,1,90,
2020,20I4.2R02,I04,MCB-U,15,GSF,1,60,
2020,20I4.2R02,I04,MCB-U,15,BUM,3,40,
2020,20I4.2R02,I04,MCB-U,15,BUM,18,50,
2020,20I4.2R02,I04,MCB-U,15,SFS,2,50,
2020,20I4.2R02,I04,MCB-U,15,BUM,30,60,
2020,20I4.2R02,I04,MCB-U,15,BUM,2,70,
2020,20I4.2R02,I04,MCB-U,15,GRP,1,123,17
2020,20I4.2R02,I04,MCB-U,15,GOR,1,135,33
2020,20I4.2R02,I04,MCB-U,15,BLS,8,60,
2020,20I4.2R02,I04,MCB-U,15,GSF,1,50,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,123,
2020,20I4.2R02,I04,MCB-U,15,BAK,1,60,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,110,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,111,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,114,
2020,20I4.2R02,I04,MCB-U,15,GSF,1,40,
2020,20I4.2R02,I04,MCB-U,15,GZS,2,114,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,115,
2020,20I4.2R02,I04,MCB-U,15,GSF,1,50,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,119,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,109,
2020,20I4.2R02,I04,MCB-U,15,BAK,1,40,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,111,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,114,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,121,
2020,20I4.2R02,I04,MCB-U,15,UCT,1,40,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,104,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,101,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,115,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,126,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,124,
2020,20I4.2R02,I04,MCB-U,15,GZS,3,90,
2020,20I4.2R02,I04,MCB-U,15,GZS,1,102,
2020,20I4.2R02,I04,MCB-U,15,UCT,1,115,
2020,20I4.2R02,I04,MCB-U,15,UCT,1,114,
2020,20I4.2R02,I04,MCB-U,15,UCT,1,104,
2020,20I4.2R02,I04,MCB-U,15,BAK,1,30,
2020,20I4.2R02,I04,MCB-U,15,BLS,4,40,
2020,20I4.2R02,I04,MCB-U,15,BLS,4,50,
2020,20I4.2R02,I04,MCB-U,15,BLS,2,70,
2020,20I4.2R02,I04,MCB-U,15,BUM,1,60,
2020,20I4.2R02,I04,MCB-U,15,SPS,1,60,
2020,20I4.2R02,I04,MCB-U,15,BUM,2,50,
2020,20I4.2R02,I04,MCB-U,15,BLS,4,40,
2020,20I4.2R02,I04,MCB-U,15,BLS,1,50,
2020,20I4.2R02,I04,MCB-U,15,SPS,2,50,
2020,20I4.2R02,I04,MCB-U,15,SVS,1,50,
2020,20I4.2R02,I04,MCB-U,15,BAK,1,50,
2020,20I4.2R02,I04,MCB-U,15,EMS,1,50,
2020,20I4.2R02,I04,MCB-U,15,EMS,5,30,
2020,20I4.2R02,I04,MCB-U,15,EMS,1,20,
2020,20I4.2R02,I04,MCB-U,15,SFS,7,50,
2020,20I4.2R02,I04,MCB-U,15,SFS,4,40,
2020,20I4.2R02,I04,MCB-U,15,SAS,5,40,
2020,20I4.2R02,I04,MCB-U,15,SAS,46,50,
2020,20I4.2R02,I04,MCB-U,15,UCY,1,10,
2020,20I4.2R07,I04,MCB-U,15,SAB,1,470,1646
2020,20I4.2R07,I04,MCB-U,15,GZS,1,148,
2020,20I4.2R07,I04,MCB-U,15,GZS,1,137,
2020,20I4.2R07,I04,MCB-U,15,GZS,1,144,
2020,20I4.2R07,I04,MCB-U,15,GZS,1,139,
2020,20I4.2R07,I04,MCB-U,15,GZS,1,121,
2020,20I4.2R07,I04,MCB-U,15,GSF,1,112,34
2020,20I4.2R07,I04,MCB-U,15,GSF,8,70,
2020,20I4.2R07,I04,MCB-U,15,GSF,5,60,
2020,20I4.2R07,I04,MCB-U,15,SMB,1,90,
2020,20I4.2R07,I04,MCB-U,15,BLG,2,90,
2020,20I4.2R07,I04,MCB-U,15,BLG,26,50,
2020,20I4.2R07,I04,MCB-U,15,BLG,8,40,
2020,20I4.2R07,I04,MCB-U,15,BLG,3,60,
2020,20I4.2R07,I04,MCB-U,15,GSF,6,90,
2020,20I4.2R07,I04,MCB-U,15,GSF,1,116,45
2020,20I4.2R07,I04,MCB-U,15,GSF,1,80,
2020,20I4.2R07,I04,MCB-U,15,GSF,3,50,
2020,20I4.2R07,I04,MCB-U,15,BLG,1,80,
2020,20I4.2R07,I04,MCB-U,15,GZS,1,139,
